Car Name,Brand,Price,Mileage,Dealer
2026 Audi S3,audi,Call for Price,15 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,24 miles,Audi Wesley Chapel/ FL
2025 Audi RS 6 Avant,audi,"$248,000",21 miles,Speedart Motorsports
2015 Audi R8,audi,"$189,000","6,068 miles",Heritage Cars
2022 Audi R8,audi,"$145,999","29,352 miles",Celebrity Cars Las Vegas
2020 Audi R8,audi,"$179,995","19,367 miles",CLB Sportscars
2025 Audi A5,audi,Call for Price,9 miles,Audi Wesley Chapel
2025 Audi A5,audi,Call for Price,9 miles,Audi Wesley Chapel
2026 Audi A8,audi,Call for Price,53 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,10 miles,Audi Wesley Chapel/ FL
2026 Audi A6,audi,Call for Price,8 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,10 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,15 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,7 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2023 Audi A5 Sportback,audi,"$32,900","30,450 miles",Audi Wesley Chapel/ FL
2023 Audi A4,audi,"$29,900","30,911 miles",Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,10 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,8 miles,Audi Wesley Chapel/ FL
2019 Audi Q8,audi,"$24,995","77,848 miles",Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,12 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,10 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,11 miles,Audi Wesley Chapel/ FL
2025 Audi A3,audi,Call for Price,947 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,17 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,33 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,19 miles,Audi Wesley Chapel/ FL
2025 Audi A5 Sportback,audi,Call for Price,5 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,7 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,10 miles,Audi Wesley Chapel/ FL
2026 Audi A3,audi,Call for Price,13 miles,Audi Wesley Chapel/ FL
2015 Audi R8,audi,"$189,000","6,068 miles",Heritage Cars
2025 Audi RS 6 Avant,audi,"$248,000",21 miles,Speedart Motorsports
2022 Audi R8,audi,"$145,999","29,352 miles",Celebrity Cars Las Vegas
2020 Audi R8,audi,"$179,995","19,367 miles",CLB Sportscars
2026 Audi Q8,audi,"$86,300",7 miles,Porsche Exchange
2020 Audi Q8,audi,"$39,800","45,819 miles",Chicago Motor Cars
2026 Audi A3,audi,Call for Price,13 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,11 miles,Audi Wesley Chapel/ FL
2025 Audi Q3,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,9 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,8 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,10 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,29 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,8 miles,Audi Wesley Chapel/ FL
2025 Audi A5,audi,Call for Price,27 miles,Audi Wesley Chapel/ FL
2025 Audi A8,audi,Call for Price,1 miles,Audi Wesley Chapel/ FL
2025 Audi Q5,audi,Call for Price,8 miles,Audi Wesley Chapel/ FL
2022 Audi A7,audi,"$48,995","41,707 miles",Formula Imports/ NC
2020 Audi Q5,audi,"$18,995","76,496 miles",Formula Imports/ NC
2015 Audi R8 Spyder,audi,"$95,220","14,691 miles",Euro Prestige Imports/ NC
2025 Audi Q3,audi,"$36,781","2,429 miles",Foreign Cars Charlotte/ NC
2024 Audi RS Q8,audi,"$117,996","13,981 miles",McLaren Charlotte/ NC
2025 Audi S3,audi,"$48,996","4,423 miles",McLaren Charlotte/ NC
2022 Audi R8,audi,"$179,996","5,482 miles",McLaren Charlotte/ NC
2025 Audi Q3,audi,"$36,781","1,667 miles",Foreign Cars Charlotte/ NC
2023 Audi R8,audi,"$224,995","6,095 miles",Velocity Motorcars Nashville/ TN
2020 Audi R8 V10 Performance,audi,"$174,995","31,616 miles",Velocity Motorcars Nashville/ TN
2014 Audi R8,audi,"$114,990","30,914 miles",HyperCars/ IN
2012 Audi R8,audi,"$84,990","33,044 miles",HyperCars/ IN
2023 Audi RS 3,audi,"$67,990","17,643 miles",HyperCars/ IN
2011 Audi R8,audi,"$98,990","40,181 miles",HyperCars/ IN
2018 Audi R8,audi,"$134,990","40,350 miles",HyperCars/ IN
2025 Audi RS 6 Avant,audi,"$248,000",21 miles,Speedart Motorsports
2015 Audi R8,audi,"$189,000","6,068 miles",Heritage Cars
2022 Audi R8,audi,"$145,999","29,352 miles",Celebrity Cars Las Vegas
2020 Audi R8,audi,"$179,995","19,367 miles",CLB Sportscars
2025 Audi Q3,audi,"$40,094",9 miles,Porsche Exchange
2025 Audi Q7,audi,"$70,361",5 miles,Porsche Exchange
2024 Audi SQ8,audi,"$97,990",308 miles,Marshall Goldman Baltimore/ MD
2023 Audi R8,audi,"$178,900","12,908 miles",Marshall Goldman Baltimore/ MD
2020 Audi R8,audi,"$179,995","19,367 miles",CLB Sportscars/ TX
2018 Audi S5,audi,"$23,991","80,381 miles",ABZ Motors/ TX
2019 Audi A6,audi,"$22,991","88,415 miles",ABZ Motors/ TX
2012 Audi R8 Spyder,audi,"$88,991","10,862 miles",ABZ Motors/ TX
2018 Audi S5,audi,"$28,991","57,054 miles",ABZ Motors/ TX
2023 Audi R8 GT,audi,"$295,000",54 miles,Private seller
2023 Audi R8 GT,audi,"$295,000",39 miles,Private seller
2019 Audi A8,audi,"$30,488","64,833 miles",McLaren Philadelphia/ PA
2024 Audi RS 5,audi,"$77,500","4,439 miles",Sarchione Auto Gallery/ OH
2018 Audi R8,audi,"$152,500","10,420 miles",Sarchione Auto Gallery/ OH
2025 Audi RS Q8 performance,audi,"$135,000","3,126 miles",Sarchione Auto Gallery/ OH
2018 Audi R8,audi,"$147,000","22,580 miles",Sarchione Auto Gallery/ OH
2019 Audi S5,audi,"$39,500","35,264 miles",Sarchione Auto Gallery/ OH
2024 Audi RS 3,audi,"$62,600","19,974 miles",Sarchione Ford of Randolph/ OH
2022 Audi RS e-tron GT,audi,"$62,995","7,545 miles",Perfect Auto Collection/ OH
2023 Audi RS 6,audi,"$114,495","8,000 miles",Perfect Auto Collection/ OH
2019 Audi RS 5,audi,"$54,995","28,541 miles",Perfect Auto Collection/ OH
2023 Audi RS e-tron GT,audi,"$76,995","2,910 miles",Perfect Auto Collection/ OH
2022 Audi S8,audi,"$74,995","27,223 miles",Perfect Auto Collection/ OH
2023 Audi S8,audi,"$88,995","6,928 miles",Perfect Auto Collection/ OH
2018 Audi A5,audi,"$21,985","62,062 miles",Cavallino Rosso St. Louis/ MO
2019 Audi A4,audi,"$22,851","44,890 miles",Cavallino Rosso St. Louis/ MO
2025 Audi SQ8,audi,"$94,890","3,473 miles",Cavallino Rosso St. Louis/ MO
2023 Audi RS Q8,audi,"$99,995","31,371 miles",Holman Motorcars St. Louis/ MO
2024 Audi RS Q8,audi,"$105,999","29,914 miles",Status Auto Group/ NY
